ID,carat,cut,colour,clarity,depth,price,x,y,P,PC
15772,1.56,Premium,J,SI2,61.4,6306,4042.307692,102.7035831,Positve,Positve
15773,1.3,Very Good,H,SI1,63.4,6307,4851.538462,99.47949527,NR,NR
15774,1.03,Premium,F,VS2,62.4,6307,6123.300971,101.0737179,NR,NR
15775,1.28,Ideal,I,VS2,61.4,6308,4928.125,102.7361564,SP,SP
15776,1.12,Ideal,H,VS1,61.9,6309,5633.035714,101.9224556,SN,SN
15777,1.01,Very Good,E,VS2,62.3,6310,6247.524752,101.2841091,SN,SN
15778,1.11,Very Good,G,VS2,62.3,6311,5685.585586,101.3001605,Negative,Negative
15779,1.83,Premium,G,I1,62,6313,3449.726776,101.8225806,Negative,Negative
15780,1.15,Ideal,G,SI1,62,6313,5489.565217,101.8225806,Negative,Negative
15781,1,Very Good,E,VS2,63.8,6315,6315,98.98119122,Negative,Negative
15782,2.01,Fair,G,I1,70.2,6315,3141.791045,89.95726496,SN,SN
15783,1,Good,E,VS2,64.1,6315,6315,98.51794072,Negative,Negative
15784,1.45,Very Good,J,SI1,62.4,6316,4355.862069,101.2179487,SN,SN
15785,1.05,Ideal,E,SI1,60.7,6316,6015.238095,104.0527183,SN,SN
15786,1.33,Premium,I,VS2,62.5,6316,4748.87218,101.056,Positve,Positve
15787,1.12,Ideal,I,VVS2,61.6,6317,5640.178571,102.5487013,NR,NR
15788,1.02,Ideal,H,VS1,61.4,6317,6193.137255,102.8827362,NR,NR
15789,1.26,Very Good,I,SI1,61.9,6318,5014.285714,102.0678514,SP,SP
15790,1,Very Good,F,VS2,62.7,6319,6319,100.7814992,SN,SN
15791,1.08,Very Good,F,VS2,63.1,6319,5850.925926,100.1426307,SN,SN
15792,1.24,Premium,D,SI1,59.3,6319,5095.967742,106.5598651,Negative,Negative
15793,1.26,Very Good,H,SI1,62.1,6320,5015.873016,101.7713366,Negative,Negative
15794,1.69,Premium,I,I1,62.4,6320,3739.64497,101.2820513,Negative,Negative
15795,1.71,Ideal,J,SI1,62.8,6320,3695.906433,100.6369427,Negative,Negative
15796,1.14,Premium,F,SI1,60.4,6320,5543.859649,104.6357616,SN,SN
15797,1.29,Premium,I,VS2,60.4,6321,4900,104.6523179,Negative,Negative
15798,1.29,Ideal,G,SI2,61.5,6321,4900,102.7804878,SN,SN
15799,1.17,Ideal,G,VS2,62.2,6321,5402.564103,101.6237942,SN,SN
15800,1.12,Ideal,G,VS2,62.1,6322,5644.642857,101.8035427,SP,SP
15801,1.31,Premium,I,VS2,61.9,6323,4826.717557,102.1486268,NR,NR
15802,1.22,Very Good,H,SI1,62.4,6323,5182.786885,101.3301282,NR,NR
15803,1.22,Very Good,H,SI1,62.5,6323,5182.786885,101.168,NR,NR
15804,1.21,Very Good,E,SI1,62.9,6324,5226.446281,100.5405405,Negative,Negative
15805,1.17,Ideal,H,VS2,60.3,6324,5405.128205,104.8756219,Positive,Positive
15806,1.07,Ideal,G,VS2,61.1,6324,5910.280374,103.502455,Positve,Positve
15807,1,Ideal,E,SI1,62.4,6324,6324,101.3461538,NR,NR
15808,1.2,Ideal,I,VS1,62.1,6324,5270,101.8357488,NR,NR
15809,1.06,Premium,G,VS2,60.1,6325,5966.981132,105.2412646,SP,SP
15810,1.06,Very Good,G,VS2,63.1,6325,5966.981132,100.2377179,SN,SN
15811,1.01,Very Good,G,VS1,62.7,6326,6263.366337,100.8931419,SN,SN
15812,1.3,Good,D,SI2,57.1,6327,4866.923077,110.8056042,Negative,Negative
15813,1.24,Premium,H,SI1,60.1,6327,5102.419355,105.2745424,Negative,Negative
15814,1.29,Ideal,J,SI1,61.6,6327,4904.651163,102.711039,Negative,Negative
15815,1.03,Premium,G,VS2,62.3,6327,6142.718447,101.5569823,Negative,Negative
15816,2.14,Fair,H,I1,66.4,6328,2957.009346,95.30120482,SN,SN
15817,1.18,Ideal,E,SI2,60.9,6328,5362.711864,103.908046,Negative,Negative
15818,1,Good,D,SI1,64.1,6328,6328,98.72074883,SN,SN
15819,1,Premium,F,VS2,62.8,6328,6328,100.7643312,SN,SN
15820,1,Ideal,G,VS2,60.5,6328,6328,104.5950413,Positve,Positve
15821,1,Premium,F,VS2,62.2,6328,6328,101.7363344,NR,NR
15822,1.01,Premium,F,VS2,60.8,6330,6267.326733,104.1118421,NR,NR
15823,1.01,Good,F,VS2,63.9,6330,6267.326733,99.06103286,SP,SP
15824,1.26,Ideal,J,VS1,62.2,6332,5025.396825,101.8006431,SN,SN
15825,1.01,Good,F,VS2,60.6,6332,6269.306931,104.4884488,SN,SN
15826,1.02,Premium,F,VS2,62.7,6333,6208.823529,101.0047847,Negative,Negative
15827,1.2,Premium,H,VS2,61.4,6333,5277.5,103.1433225,Negative,Negative
15828,1.02,Ideal,G,VS2,60.6,6333,6208.823529,104.5049505,Negative,Negative
15829,1.04,Very Good,G,VS2,61.1,6334,6090.384615,103.6661211,Negative,Negative
15830,1.22,Very Good,G,SI1,62.1,6334,5191.803279,101.9967794,SN,SN
15831,1.3,Premium,J,VS1,61.6,6334,4872.307692,102.8246753,Negative,Negative
15832,1.3,Ideal,J,VS1,62.3,6334,4872.307692,101.6693419,SN,SN
15833,1.01,Premium,G,VS1,62.7,6335,6272.277228,101.0366826,SN,SN
15834,1.19,Ideal,G,SI1,62.3,6335,5323.529412,101.6853933,SP,SP
15835,1.01,Good,E,VS2,63.7,6335,6272.277228,99.45054945,NR,NR
15836,1.01,Premium,E,VS2,63,6335,6272.277228,100.5555556,NR,NR
15837,1.01,Premium,E,VS2,62.9,6335,6272.277228,100.7154213,NR,NR
15838,1.01,Premium,E,VS2,60.2,6335,6272.277228,105.2325581,Negative,Negative
15839,1.01,Very Good,E,VS2,63.1,6335,6272.277228,100.3961965,Positive,Positive
15840,1.01,Premium,G,VS1,61.2,6335,6272.277228,103.5130719,Positve,Positve
15841,1.17,Very Good,H,SI1,59.6,6336,5415.384615,106.3087248,NR,NR
15842,1.31,Ideal,J,SI1,62.5,6337,4837.40458,101.392,NR,NR
15843,1.37,Premium,H,VS2,60.9,6337,4625.547445,104.0558292,SP,SP
15844,1.31,Ideal,I,VS2,62.4,6338,4838.167939,101.5705128,SN,SN
15845,0.81,Ideal,F,IF,61.5,6338,7824.691358,103.0569106,SN,SN
15846,1.37,Ideal,J,SI1,62.1,6339,4627.007299,102.0772947,Negative,Negative
15847,1,Very Good,F,VS2,62.2,6340,6340,101.9292605,Negative,Negative
15848,1.01,Ideal,G,VS2,62.4,6340,6277.227723,101.6025641,Negative,Negative
15849,1.02,Ideal,D,SI1,62.2,6340,6215.686275,101.9292605,Negative,Negative
15850,1.5,Fair,H,SI1,68,6340,4226.666667,93.23529412,SN,SN
15851,1.35,Premium,I,SI1,62.1,6340,4696.296296,102.0933977,Negative,Negative
15852,1.04,Ideal,G,VS2,62,6342,6098.076923,102.2903226,SN,SN
15853,1.04,Very Good,F,VS2,60.1,6342,6098.076923,105.5241265,SN,SN
15854,1.02,Ideal,E,SI1,62.6,6342,6217.647059,101.3099042,Positve,Positve
15855,1.51,Premium,E,SI2,62.7,6342,4200,101.1483254,NR,NR
15856,1.51,Premium,J,VS2,62.3,6342,4200,101.7977528,NR,NR
15857,1.37,Ideal,I,VS2,61.5,6343,4629.927007,103.1382114,SP,SP
15858,1.22,Ideal,E,SI2,62.7,6343,5199.180328,101.1642743,SN,SN
15859,1.2,Good,D,SI2,63.7,6344,5286.666667,99.59183673,SN,SN
15860,1.03,Premium,E,VS2,60,6344,6159.223301,105.7333333,Negative,Negative
15861,1.1,Ideal,H,VS2,62.7,6344,5767.272727,101.1802233,Negative,Negative
15862,2,Premium,H,I1,59.7,6344,3172,106.2646566,Negative,Negative
15863,1.2,Good,D,SI2,62.2,6344,5286.666667,101.9935691,Negative,Negative
15864,1.01,Ideal,E,SI1,60.8,6346,6283.168317,104.375,SN,SN
15865,1.01,Ideal,E,SI1,61.1,6346,6283.168317,103.8625205,Negative,Negative
15866,2.02,Fair,G,I1,68,6346,3141.584158,93.32352941,SN,SN
15867,2.02,Fair,G,I1,65.6,6346,3141.584158,96.73780488,SN,SN
15868,1.14,Ideal,G,SI2,62.3,6346,5566.666667,101.8619583,SP,SP
15869,1.21,Ideal,H,SI2,62.1,6347,5245.454545,102.2061192,NR,NR
15870,1,Ideal,G,VS1,62.2,6349,6349,102.073955,NR,NR
15871,1,Ideal,G,VS1,62.7,6349,6349,101.2599681,NR,NR
15872,1,Good,G,VS1,63.6,6349,6349,99.82704403,Negative,Negative
15873,1.26,Premium,I,VS2,61.2,6350,5039.68254,103.7581699,Positive,Positive
15874,1.26,Premium,H,SI2,61.3,6350,5039.68254,103.588907,Positve,Positve
15875,1.2,Very Good,H,SI1,61.6,6350,5291.666667,103.0844156,NR,NR
15876,1.62,Premium,H,SI2,63,6350,3919.753086,100.7936508,NR,NR
15877,1.4,Ideal,J,SI1,62.1,6350,4535.714286,102.2544283,SP,SP
15878,1.05,Ideal,G,VS2,61.7,6350,6047.619048,102.917342,SN,SN
15879,1.26,Ideal,I,VS2,62.6,6350,5039.68254,101.4376997,SN,SN
15880,1.22,Premium,E,SI2,61.5,6351,5205.737705,103.2682927,Negative,Negative
15881,1,Good,F,VS2,63.9,6352,6352,99.40532081,Negative,Negative
15882,1.1,Very Good,D,SI1,60.7,6352,5774.545455,104.645799,Negative,Negative
15883,1,Very Good,F,VS2,62.9,6352,6352,100.9856916,Negative,Negative
15884,1,Premium,F,VS2,62.4,6352,6352,101.7948718,SN,SN
15885,1,Premium,F,VS2,62.6,6352,6352,101.4696486,Negative,Negative
15886,1.02,Ideal,G,VS2,62.5,6352,6227.45098,101.632,SN,SN
15887,1.25,Ideal,I,SI1,61,6352,5081.6,104.1311475,SN,SN
15888,1.06,Premium,D,SI1,61.1,6352,5992.45283,103.9607201,Positve,Positve
15889,1.01,Fair,G,VS1,64.6,6353,6290.09901,98.34365325,NR,NR
15890,1.01,Premium,G,VS1,59.9,6353,6290.09901,106.0601002,NR,NR
15891,1.01,Very Good,G,VS1,60.7,6353,6290.09901,104.6622735,SP,SP
15892,1.01,Premium,G,VS1,60.5,6353,6290.09901,105.0082645,SN,SN
15893,1.01,Ideal,G,VS2,61.6,6353,6290.09901,103.1331169,SN,SN
15894,1.01,Very Good,G,VVS2,61.3,6354,6291.089109,103.6541599,Negative,Negative
15895,1.24,Very Good,G,SI2,60.5,6354,5124.193548,105.0247934,Negative,Negative
15896,1.22,Premium,H,VS2,60.9,6354,5208.196721,104.3349754,Negative,Negative
15897,1.22,Premium,H,SI1,61.9,6354,5208.196721,102.6494346,Negative,Negative
15898,1.22,Premium,I,VS1,60.6,6354,5208.196721,104.8514851,SN,SN
15899,1.07,Premium,G,VS2,62.1,6355,5939.252336,102.3349436,Negative,Negative
15900,1.07,Very Good,G,VS2,63,6355,5939.252336,100.8730159,SN,SN
15901,1.07,Ideal,G,VS2,62.2,6355,5939.252336,102.170418,SN,SN
15902,1.07,Very Good,G,VS2,60.5,6355,5939.252336,105.0413223,SP,SP
15903,1.07,Very Good,G,VS2,60.9,6355,5939.252336,104.3513957,NR,NR
15904,1.02,Ideal,G,VS2,60.5,6356,6231.372549,105.0578512,NR,NR
15905,1.29,Premium,J,VVS2,62.6,6356,4927.131783,101.5335463,NR,NR
15906,2.15,Premium,H,I1,62.9,6357,2956.744186,101.0651828,Negative,Negative
15907,1,Premium,E,VS2,62.9,6359,6359,101.0969793,Positive,Positive
15908,0.92,Ideal,F,VS1,61.3,6360,6913.043478,103.7520392,Positve,Positve
15909,1.04,Good,G,VS1,63.8,6360,6115.384615,99.68652038,NR,NR
15910,1.04,Premium,G,VS1,60.2,6360,6115.384615,105.6478405,NR,NR
15911,1.04,Very Good,F,VS2,61,6361,6116.346154,104.2786885,SP,SP
15912,1.53,Good,H,I1,62.3,6361,4157.51634,102.1027287,SN,SN
15913,1.26,Ideal,G,SI2,61.8,6362,5049.206349,102.9449838,SN,SN
15914,1.19,Premium,H,VS2,61,6363,5347.058824,104.3114754,Negative,Negative
15915,1.06,Ideal,F,SI1,61.7,6363,6002.830189,103.1280389,Negative,Negative
15916,1.5,Good,I,SI2,65,6364,4242.666667,97.90769231,Negative,Negative
15917,1.02,Very Good,E,VS2,60.6,6366,6241.176471,105.049505,Negative,Negative
15918,1.39,Ideal,J,VS2,60.3,6366,4579.856115,105.5721393,SN,SN
15919,1.01,Fair,F,VS1,64.6,6366,6302.970297,98.54489164,Negative,Negative
15920,1.16,Premium,E,SI1,61.3,6366,5487.931034,103.8499184,SN,SN
15921,1.01,Fair,D,VS2,65.3,6366,6302.970297,97.48851455,SN,SN
15922,1.52,Premium,J,SI1,61,6367,4188.815789,104.3770492,Positve,Positve
15923,1.01,Very Good,G,VS1,62.3,6368,6304.950495,102.2150883,NR,NR
15924,1.53,Good,J,SI2,64.1,6368,4162.091503,99.34477379,NR,NR
15925,1.31,Premium,H,VS2,62.1,6368,4861.068702,102.5442834,SP,SP
15926,1.04,Ideal,H,VS1,62.5,6368,6123.076923,101.888,SN,SN
15927,1.04,Ideal,H,VS1,62,6368,6123.076923,102.7096774,SN,SN
15928,1.17,Ideal,H,SI1,61.1,6368,5442.735043,104.2225859,Negative,Negative
15929,1.1,Very Good,G,VS2,61.9,6369,5790,102.8917609,Negative,Negative
15930,1.38,Very Good,H,SI2,62.3,6369,4615.217391,102.2311396,Negative,Negative
15931,1,Good,G,VS2,59.1,6369,6369,107.7664975,Negative,Negative
15932,1.01,Premium,G,VVS2,61.9,6371,6307.920792,102.9240711,SN,SN
15933,1.01,Very Good,G,VVS2,62.1,6371,6307.920792,102.5925926,Negative,Negative
15934,1.25,Ideal,G,SI2,61.1,6371,5096.8,104.2716858,SN,SN
15935,1.22,Ideal,D,SI2,61.8,6372,5222.95082,103.1067961,SN,SN
15936,1.29,Ideal,I,SI1,61.9,6372,4939.534884,102.9402262,SP,SP
15937,1.05,Very Good,D,VS2,62.9,6373,6069.52381,101.3195548,NR,NR
15938,1.2,Very Good,E,SI1,63.2,6373,5310.833333,100.8386076,NR,NR
15939,1.54,Fair,I,SI2,65,6375,4139.61039,98.07692308,NR,NR
15940,1,Very Good,E,VS2,59.4,6377,6377,107.3569024,Negative,Negative
15941,2.03,Fair,G,I1,66.3,6377,3141.37931,96.18401207,Positive,Positive
15942,2.03,Premium,G,I1,61.1,6377,3141.37931,104.3698854,Positve,Positve
15943,1,Ideal,G,VS2,62.4,6377,6377,102.1955128,NR,NR
15944,1.66,Ideal,J,SI2,60.8,6377,3841.566265,104.8848684,NR,NR
15945,1.24,Premium,E,SI2,61.1,6377,5142.741935,104.3698854,SP,SP
15946,1,Ideal,G,VS1,62.6,6377,6377,101.8690096,SN,SN
15947,1,Premium,G,VS1,62.4,6377,6377,102.1955128,SN,SN
15948,1.18,Ideal,I,VVS1,59.7,6378,5405.084746,106.8341709,Negative,Negative
15949,1.13,Premium,G,VS2,62.7,6379,5645.132743,101.738437,Negative,Negative
15950,1.2,Ideal,I,VS1,61.5,6380,5316.666667,103.7398374,Negative,Negative
15951,1.24,Ideal,I,SI1,60.6,6381,5145.967742,105.2970297,Negative,Negative
15952,1.14,Fair,G,VS1,57.5,6381,5597.368421,110.973913,SN,SN
15953,1,Very Good,F,VS2,63.3,6382,6382,100.821485,Negative,Negative
15954,1.24,Premium,I,VVS2,62.7,6383,5147.580645,101.8022329,SN,SN
15955,1.27,Ideal,E,SI2,60.2,6383,5025.984252,106.0299003,SN,SN
15956,1.51,Ideal,H,SI2,61.7,6384,4227.81457,103.4683955,Positve,Positve
15957,1,Very Good,G,VS2,62.8,6386,6386,101.6878981,NR,NR
15958,1.46,Premium,J,SI2,60.1,6387,4374.657534,106.2728785,NR,NR
15959,1.22,Premium,H,SI1,60.6,6387,5235.245902,105.3960396,SP,SP
15960,1.1,Premium,G,VS2,62.8,6387,5806.363636,101.7038217,SN,SN
15961,1.1,Ideal,G,VS2,62.3,6387,5806.363636,102.5200642,SN,SN
15962,1.22,Very Good,H,SI1,63.5,6387,5235.245902,100.5826772,Negative,Negative
15963,1.09,Very Good,G,VS2,60.9,6388,5860.550459,104.8932677,Negative,Negative
15964,1.22,Ideal,H,SI1,62.1,6388,5236.065574,102.8663446,Negative,Negative
15965,1,Very Good,G,VS2,63.8,6389,6389,100.1410658,Negative,Negative
15966,1.23,Ideal,I,SI1,61.8,6389,5194.308943,103.381877,SN,SN
15967,1,Good,D,VS2,64.1,6389,6389,99.6723869,Negative,Negative
15968,1,Good,F,VS1,64.2,6389,6389,99.51713396,SN,SN
15969,1.33,Premium,I,VS1,61.7,6390,4804.511278,103.5656402,SN,SN
15970,1.01,Fair,F,VS1,64.5,6391,6327.722772,99.08527132,SP,SP
15971,1.13,Ideal,F,SI1,59.6,6391,5655.752212,107.2315436,NR,NR
15972,1.02,Ideal,F,VS2,61,6393,6267.647059,104.8032787,NR,NR
15973,1.51,Premium,F,SI2,62.7,6393,4233.774834,101.9617225,NR,NR
15974,1.51,Good,J,SI1,64.1,6394,4234.437086,99.75039002,Negative,Negative
15975,1.35,Ideal,J,SI1,62.3,6396,4737.777778,102.6645265,Positive,Positive
15976,1.27,Ideal,I,VS1,62.8,6396,5036.220472,101.8471338,Positve,Positve
15977,1.02,Very Good,E,SI1,62.7,6397,6271.568627,102.0255183,NR,NR
15978,1.36,Good,E,SI2,58,6397,4703.676471,110.2931034,NR,NR
15979,1.7,Ideal,H,I1,61.3,6397,3762.941176,104.3556281,SP,SP
15980,1.2,Premium,E,SI2,62.6,6397,5330.833333,102.1884984,SN,SN
15981,1,Fair,F,VS1,65.3,6397,6397,97.96324655,SN,SN
15982,1.02,Premium,E,VS2,60.4,6397,6271.568627,105.910596,Negative,Negative
15983,1.21,Fair,G,SI1,64.6,6397,5286.77686,99.0247678,Negative,Negative
15984,1.02,Good,F,VS2,64.2,6397,6271.568627,99.64174455,Negative,Negative
15985,1.02,Premium,G,VS2,62.1,6397,6271.568627,103.0112721,Negative,Negative
15986,1.22,Ideal,H,SI2,62.3,6398,5244.262295,102.6966292,SN,SN
15987,1.22,Ideal,I,SI1,62.3,6398,5244.262295,102.6966292,Negative,Negative
15988,1.01,Very Good,E,VS2,60.9,6399,6335.643564,105.0738916,SN,SN
15989,1.01,Good,E,VS2,63.3,6399,6335.643564,101.0900474,SN,SN
15990,1.01,Good,E,VS2,63.3,6399,6335.643564,101.0900474,Positve,Positve
15991,1.01,Very Good,E,VS2,62,6399,6335.643564,103.2096774,NR,NR
15992,1.01,Very Good,E,VS2,58.1,6399,6335.643564,110.1376936,NR,NR
15993,1.25,Very Good,G,SI2,61.4,6399,5119.2,104.218241,SP,SP
15994,1.06,Ideal,F,VS2,60.5,6399,6036.792453,105.768595,SN,SN
15995,0.84,Ideal,D,VVS1,62,6399,7617.857143,103.2096774,SN,SN
15996,1.06,Premium,F,VS2,62.3,6399,6036.792453,102.7126806,Negative,Negative
15997,1,Premium,E,VS2,62.9,6400,6400,101.7488076,Negative,Negative
15998,1.35,Premium,G,SI2,58.4,6400,4740.740741,109.5890411,Negative,Negative
15999,1.22,Ideal,F,SI2,62.5,6401,5246.721311,102.416,Negative,Negative
16000,1.37,Ideal,I,SI2,62.2,6401,4672.262774,102.9099678,SN,SN
16001,1.57,Premium,I,SI2,62.2,6401,4077.070064,102.9099678,Negative,Negative
16002,1.27,Ideal,I,VS2,62.6,6401,5040.15748,102.2523962,SN,SN
16003,1.47,Premium,I,SI2,61.6,6403,4355.782313,103.9448052,SN,SN
16004,1.05,Ideal,F,VS2,62.7,6403,6098.095238,102.1212121,SP,SP
16005,1.27,Ideal,H,SI2,61.8,6403,5041.732283,103.6084142,NR,NR
16006,1.22,Premium,E,SI1,59.7,6403,5248.360656,107.2529313,NR,NR
16007,1.23,Ideal,E,SI2,61.2,6403,5205.691057,104.624183,NR,NR
16008,1.04,Very Good,F,VS2,59,6405,6158.653846,108.559322,Negative,Negative
16009,1.17,Ideal,I,SI1,61.7,6405,5474.358974,103.808752,Positive,Positive
16010,1.3,Premium,J,VVS2,62.9,6405,4926.923077,101.8282989,Positve,Positve
16011,1.33,Premium,H,SI2,62.8,6405,4815.789474,101.9904459,NR,NR
16012,1.01,Very Good,G,VS2,61.6,6406,6342.574257,103.9935065,NR,NR
16013,1.01,Very Good,G,VS2,63.4,6406,6342.574257,101.0410095,SP,SP
16014,1.23,Ideal,H,VS2,59,6406,5208.130081,108.5762712,SN,SN
16015,1.3,Premium,H,SI2,60.1,6406,4927.692308,106.5890183,SN,SN
16016,1.01,Good,G,VS1,59.2,6407,6343.564356,108.2263514,Negative,Negative
16017,1.22,Very Good,G,SI2,63.2,6409,5253.278689,101.4082278,Negative,Negative
16018,1.32,Ideal,G,SI2,62.9,6409,4855.30303,101.8918919,Negative,Negative
16019,1.02,Ideal,G,VS2,62.5,6410,6284.313725,102.56,Negative,Negative
16020,1.08,Ideal,H,VS2,60.3,6411,5936.111111,106.318408,SN,SN
16021,0.3,Premium,I,VS1,60.3,608,2026.666667,10.08291874,Negative,Negative
16022,0.3,Premium,I,VS1,59.8,608,2026.666667,10.16722408,SN,SN
16023,0.3,Premium,I,VS1,60.4,608,2026.666667,10.06622517,SN,SN
16024,0.3,Ideal,I,VS1,61,608,2026.666667,9.967213115,Positve,Positve
16025,0.3,Premium,I,VS1,59.1,608,2026.666667,10.28764805,NR,NR
16026,0.3,Premium,I,VS1,58.8,608,2026.666667,10.34013605,NR,NR
16027,0.3,Premium,I,VS1,60.5,608,2026.666667,10.04958678,SP,SP
16028,0.3,Premium,I,VS1,60.8,608,2026.666667,10,SN,SN
16029,0.3,Very Good,I,VS1,63.4,608,2026.666667,9.589905363,SN,SN
16030,0.3,Ideal,I,VS1,62.5,608,2026.666667,9.728,Negative,Negative
16031,0.3,Ideal,I,VS1,62.5,608,2026.666667,9.728,Negative,Negative
16032,0.3,Premium,I,VS1,61.7,608,2026.666667,9.854132901,Negative,Negative
16033,0.3,Premium,I,VS1,62,608,2026.666667,9.806451613,Negative,Negative
16034,0.3,Premium,I,VS1,62.9,608,2026.666667,9.666136725,SN,SN
16035,0.3,Premium,I,VS1,61.7,608,2026.666667,9.854132901,Negative,Negative
16036,0.3,Premium,I,VS1,63,608,2026.666667,9.650793651,SN,SN
16037,0.3,Premium,I,VS1,61.6,608,2026.666667,9.87012987,SN,SN
16038,0.3,Very Good,I,VS1,63.3,608,2026.666667,9.605055292,SP,SP
16039,0.3,Premium,I,VS1,62.9,608,2026.666667,9.666136725,NR,NR
16040,0.3,Good,I,VS1,63.7,608,2026.666667,9.544740973,NR,NR
16041,0.3,Very Good,I,VS1,63.5,608,2026.666667,9.57480315,NR,NR
16042,0.3,Premium,H,VS2,62.3,608,2026.666667,9.759229535,Negative,Negative
16043,0.3,Premium,H,VS2,60.9,608,2026.666667,9.983579639,Positive,Positive
16044,0.3,Ideal,H,VS2,60.7,608,2026.666667,10.01647446,Positve,Positve
16045,0.3,Premium,H,VS2,61.8,608,2026.666667,9.838187702,NR,NR
16046,0.3,Premium,H,VS2,60.9,608,2026.666667,9.983579639,NR,NR
16047,0.3,Very Good,H,VS2,63.5,608,2026.666667,9.57480315,SP,SP
16048,0.3,Premium,H,VS2,62.2,608,2026.666667,9.774919614,SN,SN
16049,0.3,Premium,H,VS2,61.1,608,2026.666667,9.950900164,SN,SN
16050,0.3,Premium,H,VS2,62.5,608,2026.666667,9.728,Negative,Negative
16051,1.06,Ideal,G,VS2,62.7,6411,6048.113208,102.2488038,Negative,Negative
16052,1.01,Good,G,VS1,63.2,6412,6348.514851,101.4556962,Negative,Negative
16053,1.01,Premium,G,VS1,59.8,6412,6348.514851,107.2240803,Negative,Negative
16054,1.28,Ideal,G,SI2,61.5,6412,5009.375,104.2601626,SN,SN
16055,1.02,Ideal,F,VS2,62.1,6412,6286.27451,103.252818,Negative,Negative
16056,1.08,Premium,G,VS2,59.4,6415,5939.814815,107.996633,SN,SN
16057,1.08,Very Good,G,VS2,62.3,6415,5939.814815,102.9695024,SN,SN
16058,1.27,Premium,I,VS1,62.2,6415,5051.181102,103.1350482,Positve,Positve
16059,1.02,Premium,G,VS2,62.5,6416,6290.196078,102.656,NR,NR
16060,1.01,Ideal,F,VS2,61,6416,6352.475248,105.1803279,NR,NR
16061,1.01,Premium,F,VS2,59.2,6416,6352.475248,108.3783784,SP,SP
16062,1.01,Good,F,VS2,63.1,6416,6352.475248,101.6798732,SN,SN
16063,1.01,Very Good,F,VS2,62.8,6416,6352.475248,102.1656051,SN,SN
16064,1.01,Premium,F,VS2,62.2,6416,6352.475248,103.1511254,Negative,Negative
16065,1.01,Premium,F,VS2,61.7,6416,6352.475248,103.987034,Negative,Negative
16066,1.01,Ideal,F,VS2,62,6416,6352.475248,103.483871,Negative,Negative
16067,1.2,Premium,H,VS2,62.5,6416,5346.666667,102.656,Negative,Negative
16068,1.2,Premium,H,VS2,62.4,6416,5346.666667,102.8205128,SN,SN
16069,1.2,Premium,H,VS2,62.8,6416,5346.666667,102.1656051,Negative,Negative
16070,1.02,Ideal,G,VS2,60.4,6416,6290.196078,106.2251656,SN,SN
16071,1.02,Premium,G,VS2,61.5,6416,6290.196078,104.3252033,SN,SN
16072,1.02,Ideal,G,VS2,62.5,6418,6292.156863,102.688,SP,SP
16073,1.02,Ideal,G,VS2,62.8,6418,6292.156863,102.1974522,NR,NR
16074,1.21,Ideal,I,VS1,62.2,6418,5304.132231,103.1832797,NR,NR
16075,1.22,Very Good,I,VS2,59.6,6419,5261.47541,107.7013423,NR,NR
16076,1.25,Ideal,I,VS2,62.5,6419,5135.2,102.704,Negative,Negative
16077,1.09,Ideal,H,VS2,61.4,6419,5888.990826,104.5439739,Positive,Positive
16078,1.17,Ideal,G,SI1,60.7,6419,5486.324786,105.7495881,Positve,Positve
16079,1.22,Very Good,G,SI1,63.4,6421,5263.114754,101.2776025,NR,NR
16080,1.5,Good,J,SI2,63.6,6421,4280.666667,100.9591195,NR,NR
16081,1.2,Very Good,H,VS2,63.2,6423,5352.5,101.6297468,SP,SP
16082,1.04,Very Good,G,VS2,62.8,6424,6176.923077,102.2929936,SN,SN
16083,1,Ideal,F,VS2,61.7,6424,6424,104.1166937,SN,SN
16084,1.29,Ideal,H,SI1,62.6,6424,4979.844961,102.6198083,Negative,Negative
16085,1.49,Fair,H,I1,66.9,6425,4312.080537,96.03886398,Negative,Negative
16086,1.01,Premium,E,VS2,62.1,6425,6361.386139,103.4621578,Negative,Negative
16087,1.08,Ideal,H,SI1,60.5,6426,5950,106.214876,Negative,Negative
16088,1.06,Ideal,D,SI1,62.6,6426,6062.264151,102.6517572,SN,SN
16089,1.29,Premium,I,SI1,61.8,6429,4983.72093,104.0291262,Negative,Negative
16090,1.01,Good,D,VS2,61.6,6429,6365.346535,104.3668831,SN,SN
16091,1.27,Ideal,J,VVS2,62.2,6430,5062.992126,103.3762058,SN,SN
16092,1.32,Ideal,I,SI1,62.2,6431,4871.969697,103.392283,Positve,Positve
16093,1.32,Premium,H,SI2,62.7,6431,4871.969697,102.5677831,NR,NR
16094,1.02,Very Good,G,VS2,60.9,6432,6305.882353,105.6157635,NR,NR
16095,1,Very Good,G,VS1,59.1,6435,6435,108.8832487,SP,SP
16096,1.26,Premium,H,SI1,62.1,6435,5107.142857,103.6231884,SN,SN
16097,1.23,Ideal,I,VS1,61.5,6435,5231.707317,104.6341463,SN,SN
16098,1.14,Very Good,G,VS2,63.2,6435,5644.736842,101.8196203,Negative,Negative
16099,1.2,Premium,F,SI1,62.9,6435,5362.5,102.3052464,Negative,Negative
16100,1.69,Premium,I,I1,62.4,6436,3808.284024,103.1410256,Negative,Negative
16101,1,Good,G,SI1,59.9,6437,6437,107.4624374,Negative,Negative
